           1           1  -1.2727891761767094E-003
           1           2  -1.5514821410222044E-003
           1           3  -1.8836487004880362E-003
           1           4  -2.2778014331927610E-003
           1           5  -2.7434347508574273E-003
           1           6  -3.2910632671118482E-003
           1           7  -3.9322457253309672E-003
           1           8  -4.6795909116034437E-003
           1           9  -5.5467418097182482E-003
           1          10  -6.5483341827572462E-003
           1          11  -7.6999258123874852E-003
           1          12  -9.0178928132252124E-003
           1          13  -1.0519289784571995E-002
           1          14  -1.2221671080897573E-002
           1          15  -1.4142871186425333E-002
           1          16  -1.6300743072740691E-002
           1          17  -1.8712854498807507E-002
           1          18  -2.1396143468991529E-002
           1          19  -2.4366535476173300E-002
           1          20  -2.7638526693459106E-002
           1          21  -3.1224738899100261E-002
           1          22  -3.5135453575195368E-002
           1          23  -3.9378134253168731E-002
           1          24  -4.3956947722397575E-002
           1          25  -4.8872296102215558E-002
           1          26  -5.4120372928987026E-002
           1          27  -5.9692757256866624E-002
           1          28  -6.5576060245198936E-002
           1          29  -7.1751638747000288E-002
           1          30  -7.8195389972744389E-002
           1          31  -8.4877640347802680E-002
           1          32  -9.1763140194459566E-002
           1          33  -9.8811173855097800E-002
           1          34 -0.10597579235892514     
           1          35 -0.11320617277063957     
           1          36 -0.12044710501873658     
           1          37 -0.12763960337824701     
           1          38 -0.13472163599092127     
           1          39 -0.14162896197374741     
           1          40 -0.14829606193310405     
           1          41 -0.15465714421051546     
           1          42 -0.16064720607925634     
           1          43 -0.16620312652347835     
           1          44 -0.17126476528336829     
           1          45 -0.17577604164101365     
           1          46 -0.17968596602634315     
           1          47 -0.18294959798485688     
           1          48 -0.18552890537986008     
           1          49 -0.18739350187787052     
           1          50 -0.18852124272846901     
           1          51 -0.18889866250789877     
           1          52 -0.18852124272846904     
           1          53 -0.18739350187787054     
           1          54 -0.18552890537986014     
           1          55 -0.18294959798485697     
           1          56 -0.17968596602634321     
           1          57 -0.17577604164101374     
           1          58 -0.17126476528336840     
           1          59 -0.16620312652347846     
           1          60 -0.16064720607925645     
           1          61 -0.15465714421051557     
           1          62 -0.14829606193310418     
           1          63 -0.14162896197374755     
           1          64 -0.13472163599092141     
           1          65 -0.12763960337824715     
           1          66 -0.12044710501873672     
           1          67 -0.11320617277063971     
           1          68 -0.10597579235892528     
           1          69  -9.8811173855097939E-002
           1          70  -9.1763140194459719E-002
           1          71  -8.4877640347802819E-002
           1          72  -7.8195389972744542E-002
           1          73  -7.1751638747000412E-002
           1          74  -6.5576060245199089E-002
           1          75  -5.9692757256866749E-002
           1          76  -5.4120372928987151E-002
           1          77  -4.8872296102215676E-002
           1          78  -4.3956947722397680E-002
           1          79  -3.9378134253168821E-002
           1          80  -3.5135453575195458E-002
           1          81  -3.1224738899100338E-002
           1          82  -2.7638526693459186E-002
           1          83  -2.4366535476173366E-002
           1          84  -2.1396143468991598E-002
           1          85  -1.8712854498807559E-002
           1          86  -1.6300743072740737E-002
           1          87  -1.4142871186425378E-002
           1          88  -1.2221671080897613E-002
           1          89  -1.0519289784572033E-002
           1          90  -9.0178928132252437E-003
           1          91  -7.6999258123875173E-003
           1          92  -6.5483341827572749E-003
           1          93  -5.5467418097182751E-003
           1          94  -4.6795909116034628E-003
           1          95  -3.9322457253309837E-003
           1          96  -3.2910632671118642E-003
           1          97  -2.7434347508574408E-003
           1          98  -2.2778014331927715E-003
           1          99  -1.8836487004880460E-003
           1         100  -1.5514821410222133E-003
           1         101  -1.2727891761763611E-003
 


